ID,Name,Part Number,Category,Short Description,Long Description,Weight,Handling Capacity,Regulations,Sump Capacity,PLength,PWidth,PHeight,"Dimension Type (Drum, Pool, etc)",Product Option 1(Item_ID),Product Option 2(Item_ID),Product Option 3(Item_ID)
8080-YE,Poly-Collector 110 (Poly Drum),8080-YE,Storage,Get Your Waste Collection On The Move.,"The Poly-Collector™ Portable Hazardous Materials Collection Systems put mobility into containment so you can go where
the waste is. These caster-mounted containers are built tough from UV-stabilized polyethylene for excellent chemical resistance to a broad range of industrial materials. 

Model is equipped with the unique Poly Drum Funnel™ 55 to prevent over-spills while allowing multiple oil filters, pails, and cans to drain at once. Both products are ideal for collecting waste oil, antifreeze and chemicals. The Poly-Collector 110 outer shell holds 105 gallons, with an inner drum that holds 55 gallons. A twist-on lid on the Poly-Collector 110 unit ensures safe and easy closure. The Poly-Collector 66 poly outer shell holds 66 gallons while the inner drum holds 55 gallons.",92.3/41.9,600/272,"EPA 40 CFR 264.175, SPCC, NPDES",103/389.9,,,,Drum,8050-BU,3004-YE
8081-YE,Poly-Collector 110 (Poly Drum),8081-YE,Storage,Get Your Waste Collection On The Move.,"The Poly-Collector™ Portable Hazardous Materials Collection Systems put mobility into containment so you can go where
the waste is. These caster-mounted containers are built tough from UV-stabilized polyethylene for excellent chemical resistance to a broad range of industrial materials. 

Model is equipped with the unique Poly Drum Funnel™ 55 to prevent over-spills while allowing multiple oil filters, pails, and cans to drain at once. Both products are ideal for collecting waste oil, antifreeze and chemicals. The Poly-Collector 110 outer shell holds 105 gallons, with an inner drum that holds 55 gallons. A twist-on lid on the Poly-Collector 110 unit ensures safe and easy closure. The Poly-Collector 66 poly outer shell holds 66 gallons while the inner drum holds 55 gallons.",107/48.5,600/272,"EPA 40 CFR 264.175, SPCC, NPDES",103/389.9,,,,Drum,8050-BU,3004-YE
8091-YE,Drums-Up™,8091-YE,Dispensing,The Incidental Spill Solution.,"Need temporary protection against incidental barrel spills? Our Drums-Up and Drums-Up Jr. let you control nuisance spills from drums sized up to 55 gallons. A 19.5-gallon sump capacity catches liquid before it reaches your floor, reducing the risk of slip and fall injuries.

Ideal for use as a drum pumping station. ",5.95/2.7,,"EPA, SPCC and NPDES",20/75.7,,,,Drum,8200-YE,3004-YE
8200-YE,Drums-Up Jr.™,8200-YE,Dispensing,Drums-Up Jr.™,"Inexpensive Containment For 16-Gallon Drums And 5-Gallon Pails. 

Shown with 5-Gallon Pail Funnel (Part #: 3005-YE)",4/1.8,,"EPA, SPCC and NPDES",7.5/28.3,,,,Circular,8091-YE,3004-YE
BAZOOKA,Bazooka™,BAZOOKA,Portable Containment,Trickle Filter w/Automatic Shutoff,"Introducing an exciting new product from ENPAC, The Imbiber Bead® Bazooka™! It is an automated shut off system which allows water drainage of containment berm applications. It also utilizes an innovative system for detection of Class I & II organics such as diesel fuel. Water will continually drain through the filter, but in case of a spill within the berm (when an organic substance is detected)  the Imbiber Bead® technology takes over and the flow is completely shut off. It is a virtually maintenance free design with very simple upkeep.",8/3.6,,"EPA, SPCC, NPDES",,,,,Circular,BAZOOKA-12KIT,5550-BK,5700-YE
BAZOOKA-12KIT,Bazooka™ Installation Kit,BAZOOKA-12KIT,Portable Containment,Bazooka™ Installation Kit,"The kit contains all you need for
an easy field installation of the
ENPAC Imbiber Bead® Bazooka™                          can be completed in just minutes! ",10/4.5,,"EPA, SPCC, NPDES",,,,,Circular,BAZOOKA,5550-BK,5740-YE
ENP 10 NHS38,ENSORB™ Sorbents,ENP 10 NHS38,Sorbents,ENSORB™ SOCKS Aggressive,"Our line of bonded natural sorbents are manufactured using highly absorbent, natural renewable-resource fibers. Making EnSorb™ an exceptional value. EnSorb™ bonded natural sorbents are constructed from a single layer of extremely fine natural fibers that are point-bonded together. Proprietary chemical additives maximize and enhance the fibers water repulsion, flame resistance (equal to or better than polypropylene), and resistance to microbes. EnSorb™ is manufactured with virtually no dependency on domestic or foreign oil production utilizing largely American grown renewable resources. Our EnSorb™ bonded product line ~ based on ASTM test standard 726 ~ on average, absorbs better than competing products by approximately 40%.",,,,,,,,Sorbents,ENP NURB 15150,ENP 10 NOPIL1717,FD015-1902-00NS
ENP 10 NOPIL1717,ENSORB™ Sorbents,ENP 10 NOPIL1717,Sorbents,ENSORB™ PILLOWS Oil Only,"Our line of bonded natural sorbents are manufactured using highly absorbent, natural renewable-resource fibers. Making EnSorb™ an exceptional value. EnSorb™ bonded natural sorbents are constructed from a single layer of extremely fine natural fibers that are point-bonded together. Proprietary chemical additives maximize and enhance the fibers water repulsion, flame resistance (equal to or better than polypropylene), and resistance to microbes. EnSorb™ is manufactured with virtually no dependency on domestic or foreign oil production utilizing largely American grown renewable resources. Our EnSorb™ bonded product line ~ based on ASTM test standard 726 ~ on average, absorbs better than competing products by approximately 40%.",,,,,,,,Sorbents,ENP NORB 15150,ENP NUPB 100M,ENP NOPB 200S
ENP 10 NUPIL1717,ENSORB™ Sorbents,ENP 10 NUPIL1717,Sorbents,ENSORB™ PILLOWS Universal,"Our line of bonded natural sorbents are manufactured using highly absorbent, natural renewable-resource fibers. Making EnSorb™ an exceptional value. EnSorb™ bonded natural sorbents are constructed from a single layer of extremely fine natural fibers that are point-bonded together. Proprietary chemical additives maximize and enhance the fibers water repulsion, flame resistance (equal to or better than polypropylene), and resistance to microbes. EnSorb™ is manufactured with virtually no dependency on domestic or foreign oil production utilizing largely American grown renewable resources. Our EnSorb™ bonded product line ~ based on ASTM test standard 726 ~ on average, absorbs better than competing products by approximately 40%.",,,,,,,,Sorbents,ENP NURB 15150,ENP NUPB 200S,ENP NOPL 100H
ENP 10 NUS38,ENSORB™ Sorbents,ENP 10 NUS38,Sorbents,ENSORB™ SOCKS Universal,"Our line of bonded natural sorbents are manufactured using highly absorbent, natural renewable-resource fibers. Making EnSorb™ an exceptional value. EnSorb™ bonded natural sorbents are constructed from a single layer of extremely fine natural fibers that are point-bonded together. Proprietary chemical additives maximize and enhance the fibers water repulsion, flame resistance (equal to or better than polypropylene), and resistance to microbes. EnSorb™ is manufactured with virtually no dependency on domestic or foreign oil production utilizing largely American grown renewable resources. Our EnSorb™ bonded product line ~ based on ASTM test standard 726 ~ on average, absorbs better than competing products by approximately 40%.",,,,,,,,Sorbents,ENP NURB 30150,ENP 20 NOPIL817,FD015-4902-00NS
ENP 16 HPIL1818,Sorbent Pillows,ENP 16 HPIL1818,Sorbents,Sorbent Pillows Aggressive,"Oil Only: ENPAC oil-select polypropylene sorbent pillows are great for picking up spilled oils and all hydrocarbons. Thirsty loose-fill pillows, white in color,  pick up spills in a hurry.  

Universal:  ENPAC universal polypropylene sorbent pillows pick up all spilled liquids. Thirsty loose-fill pillows gray in color.

Aggressive: ENPAC aggressive polypropylene sorbent pillows pick up all spilled aggressive chemical liquids. Loose-fill pillows are color coded for hazard recognition.",,,,,,,,Sorbents,ENP 20HS38,ENP HRB15150,ENP HPB100H
ENP 16 OPIL1818,Sorbent Pillows,ENP 16 OPIL1818,Sorbents,Sorbent Pillows Oil Only,"Oil Only: ENPAC oil-select polypropylene sorbent pillows are great for picking up spilled oils and all hydrocarbons. Thirsty loose-fill pillows, white in color,  pick up spills in a hurry.  

Universal:  ENPAC universal polypropylene sorbent pillows pick up all spilled liquids. Thirsty loose-fill pillows gray in color.

Aggressive: ENPAC aggressive polypropylene sorbent pillows pick up all spilled aggressive chemical liquids. Loose-fill pillows are color coded for hazard recognition.",,,,,,,,Sorbents,ENP 20 OS38,ENP ORB15150,ENP OP200S
ENP 16 UPIL1818,Sorbent Pillows,ENP 16 UPIL1818,Sorbents,Sorbent Pillows Universal,"Oil Only: ENPAC oil-select polypropylene sorbent pillows are great for picking up spilled oils and all hydrocarbons. Thirsty loose-fill pillows, white in color,  pick up spills in a hurry.  

Universal:  ENPAC universal polypropylene sorbent pillows pick up all spilled liquids. Thirsty loose-fill pillows gray in color.

Aggressive: ENPAC aggressive polypropylene sorbent pillows pick up all spilled aggressive chemical liquids. Loose-fill pillows are color coded for hazard recognition.",,,,,,,,Sorbents,ENP 20US38,ENP URB15150,ENP UPB100M
ENP 20 NOPIL817,ENSORB™ Sorbents,ENP 20 NOPIL817,Sorbents,ENSORB™ PILLOWS Oil Only,"Our line of bonded natural sorbents are manufactured using highly absorbent, natural renewable-resource fibers. Making EnSorb™ an exceptional value. EnSorb™ bonded natural sorbents are constructed from a single layer of extremely fine natural fibers that are point-bonded together. Proprietary chemical additives maximize and enhance the fibers water repulsion, flame resistance (equal to or better than polypropylene), and resistance to microbes. EnSorb™ is manufactured with virtually no dependency on domestic or foreign oil production utilizing largely American grown renewable resources. Our EnSorb™ bonded product line ~ based on ASTM test standard 726 ~ on average, absorbs better than competing products by approximately 40%.",,,,,,,,Sorbents,ENP NORB 30150,ENP NOPL 100M,ENP NOPB 100H
ENP 20 NUPIL817,ENSORB™ Sorbents,ENP 20 NUPIL817,Sorbents,ENSORB™ PILLOWS Universal,"Our line of bonded natural sorbents are manufactured using highly absorbent, natural renewable-resource fibers. Making EnSorb™ an exceptional value. EnSorb™ bonded natural sorbents are constructed from a single layer of extremely fine natural fibers that are point-bonded together. Proprietary chemical additives maximize and enhance the fibers water repulsion, flame resistance (equal to or better than polypropylene), and resistance to microbes. EnSorb™ is manufactured with virtually no dependency on domestic or foreign oil production utilizing largely American grown renewable resources. Our EnSorb™ bonded product line ~ based on ASTM test standard 726 ~ on average, absorbs better than competing products by approximately 40%.",,,,,,,,Sorbents,ENP NURB 30150,ENP NUPB 100H,ENP NOPB 100M
ENP 20 OS38,Sorbent Socks,ENP 20 OS38,Sorbents,Sorbent Socks Oil Only,"ENPAC sorbent socks are an excellent choice for surrounding spills and for use around machinery and equipment. Nominal 3” diameter.

Oil Only:  The fast-wicking fibers in these white socks absorb oils and hydrocarbons only.

Universal: ENPAC’s grey socks absorb all liquids.

Aggressive: ENPAC aggressive sorbent socks are an excellent choice for surrounding chemical and hazmat spills. 
",,,,,,,,Sorbents,ENP ORB15150,ENP OP100M,FA024-2000-00EP
ENP 20HS38,Sorbent Socks,ENP 20HS38,Sorbents,Sorbent Socks Aggressive,"ENPAC sorbent socks are an excellent choice for surrounding spills and for use around machinery and equipment. Nominal 3” diameter.

Oil Only:  The fast-wicking fibers in these white socks absorb oils and hydrocarbons only.

Universal: ENPAC’s grey socks absorb all liquids.

Aggressive: ENPAC aggressive sorbent socks are an excellent choice for surrounding chemical and hazmat spills. 
",,,,,,,,Sorbents,ENP HRB15150,ENP UPB200S,FD015-1901-00NS
ENP 20US38,Sorbent Socks,ENP 20US38,Sorbents,Sorbent Socks Universal,"ENPAC sorbent socks are an excellent choice for surrounding spills and for use around machinery and equipment. Nominal 3” diameter.

Oil Only:  The fast-wicking fibers in these white socks absorb oils and hydrocarbons only.

Universal: ENPAC’s grey socks absorb all liquids.

Aggressive: ENPAC aggressive sorbent socks are an excellent choice for surrounding chemical and hazmat spills. 
",,,,,,,,Sorbents,ENP URB15150,ENP UPB100H,FD015-4901-00NS
ENP 25 ODT,Drumtopper™ Pads,ENP 25 ODT,Sorbents,Drumtopper™ Pads Oil Only,"ENPAC meltblown oil-select polypropylene sorbent pads are the most cost-effective absorption technology today. Fast wicking fibers absorb up to 25 times their weight.

Oil Only: These white pads absorb oils and hydrocarbons only.

Universal:  Bonded for added strength and durability, the grey pads are a great choice for maintenance shops.",,,,,,,,Sorbents,ENP HRB30150,ENP UPB100M,FD015-2901-00NS
